patrick-relaxed	dnad_c	6.3.5.4	R00483, R00578	C01185	[[[["asp__L_c", 1], ["dnad_c", 1], ["nh4_c", 1]], [["C01185", 1], ["amp_c", 1], ["asn__L_c", 1]]], [[["asp__L_c", 1], ["dnad_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C01185", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]]], [[["asp__L_c", 1], ["dnad_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C01185", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]]], [[["asp__L_c", 10], ["dnad_c", 2], ["nh4_c", 10]], [["C01185", 2], ["asn__L_c", 15], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dnad_c", 2], ["gln__L_c", 1], ["h2o_c", 10]], [["C01185", 2], ["asn__L_c", 6], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dnad_c", 2], ["gln__L_c", 1], ["h2o_c", 10]], [["C01185", 2], ["asn__L_c", 6], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dnad_c	6.3.5.4	R00483, R00578	amp_c	[[[["asp__L_c", 8], ["dnad_c", 12], ["gln__L_c", 2], ["h2o_c", 65]], [["amp_c", 8], ["asn__L_c", 1], ["glu__D_c", 42], ["ppi_c", 8]]], [[["asp__L_c", 8], ["dnad_c", 12], ["gln__L_c", 2], ["h2o_c", 65]], [["amp_c", 8], ["asn__L_c", 1], ["glu__L_c", 42], ["ppi_c", 8]]]]
patrick-relaxed	dpcoa_c	6.3.5.4	R00483, R00578	pan4p_c	[[[["asp__L_c", 10], ["dpcoa_c", 2], ["nh4_c", 10]], [["asn__L_c", 15], ["pan4p_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dpcoa_c", 2], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__D_c", 1], ["pan4p_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dpcoa_c", 2], ["gln__L_c", 1], ["h2o_c", 10]], [["asn__L_c", 6], ["glu__L_c", 1], ["pan4p_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	dtbt_c	2.6.1.85	R01716	cid141373573	[[[["4adcho_c", 1], ["dtbt_c", 1]], [["chor_c", 1], ["cid141373573", 1]]]]
patrick-relaxed	dtbt_c	4.3.2.10	R00256, R04558	cid141373573	[[[["dtbt_c", 1], ["nh4_c", 1]], [["cid141373573", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["dtbt_c", 1], ["eig3p_c", 1]], [["cid141373573", 1], ["prlp_c", 1]]]]
patrick-relaxed	dtbt_c	6.3.5.4	R00256, R00483, R00578	cid141373573	[[[["dtbt_c", 1], ["nh4_c", 1]], [["cid141373573", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dtbt_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid141373573", 1], ["h2o_c", 1]]], [[["atp_c", 1], ["dtbt_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid141373573", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["dtbt_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid141373573", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["atp_c", 1], ["dtbt_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid141373573", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dtdp4aaddg_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 11], ["dtdp4aaddg_c", 5], ["gln__L_c", 2], ["h2o_c", 4]], [["asn__L_c", 1], ["dtmp_c", 6], ["glu__D_c", 16], ["ppi_c", 2]]], [[["asp__L_c", 11], ["dtdp4aaddg_c", 5], ["gln__L_c", 2], ["h2o_c", 4]], [["asn__L_c", 1], ["dtmp_c", 6], ["glu__L_c", 16], ["ppi_c", 2]]]]
patrick-relaxed	dtdp4addg_c	6.3.5.4	R00483, R00578	cid67062950	[[[["asp__L_c", 3], ["dtdp4addg_c", 1], ["nh4_c", 4]], [["asn__L_c", 4], ["cid67062950", 2]]], [[["asp__L_c", 10], ["dtdp4addg_c", 4], ["gln__L_c", 8], ["h2o_c", 3]], [["amp_c", 3], ["asn__L_c", 1], ["cid67062950", 5], ["glu__D_c", 16]]], [[["asp__L_c", 10], ["dtdp4addg_c", 4], ["gln__L_c", 8], ["h2o_c", 3]], [["amp_c", 3], ["asn__L_c", 1], ["cid67062950", 5], ["glu__L_c", 16]]], [[["asp__L_c", 9], ["dtdp4addg_c", 4], ["gln__L_c", 1], ["h2o_c", 14]], [["asn__L_c", 2], ["cid67062950", 2], ["glu__D_c", 17], ["ppi_c", 3]]], [[["asp__L_c", 9], ["dtdp4addg_c", 4], ["gln__L_c", 1], ["h2o_c", 14]], [["asn__L_c", 2], ["cid67062950", 2], ["glu__L_c", 17], ["ppi_c", 3]]]]
patrick-relaxed	dtdp4addg_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 11], ["dtdp4addg_c", 4], ["gln__L_c", 1], ["h2o_c", 8]], [["asn__L_c", 2], ["dtmp_c", 2], ["glu__D_c", 17], ["ppi_c", 3]]], [[["asp__L_c", 11], ["dtdp4addg_c", 4], ["gln__L_c", 1], ["h2o_c", 8]], [["asn__L_c", 2], ["dtmp_c", 2], ["glu__L_c", 17], ["ppi_c", 3]]]]
patrick-relaxed	dtdp4d6dg_c, dtdp4d6dm_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 3], ["dtdp4d6dg_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__D_c", 7], ["ppi_c", 1]]], [[["asp__L_c", 3], ["dtdp4d6dg_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__L_c", 7], ["ppi_c", 1]]], [[["asp__L_c", 3], ["dtdp4d6dm_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__D_c", 7], ["ppi_c", 1]]], [[["asp__L_c", 3], ["dtdp4d6dm_c", 2], ["gln__L_c", 3], ["h2o_c", 3]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__L_c", 7], ["ppi_c", 1]]]]
patrick-relaxed	dtdp_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 1], ["dtdp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["dtmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dtdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dtdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dtdpglu_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 3], ["dtdpglu_c", 2], ["gln__L_c", 3], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__D_c", 7], ["ppi_c", 1]]], [[["asp__L_c", 3], ["dtdpglu_c", 2], ["gln__L_c", 3], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__L_c", 7], ["ppi_c", 1]]]]
patrick-relaxed	dtdpglu_c	6.3.5.4	R00483, R00578	g1p_c, man1p_c, gal1p_c	[[[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 5], ["glu__D_c", 5]]], [[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 5], ["glu__L_c", 5]]], [[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 5], ["man1p_c", 5]]], [[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 5], ["man1p_c", 5]]], [[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 5], ["glu__D_c", 5]]], [[["asp__L_c", 4], ["dtdpglu_c", 3], ["gln__L_c", 1], ["h2o_c", 8]], [["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 5], ["glu__L_c", 5]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["g1p_c", 6], ["glu__D_c", 17], ["ppi_c", 3]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["g1p_c", 6], ["glu__L_c", 17], ["ppi_c", 3]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["glu__D_c", 17], ["man1p_c", 6], ["ppi_c", 3]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["glu__L_c", 17], ["man1p_c", 6], ["ppi_c", 3]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["gal1p_c", 6], ["glu__D_c", 17], ["ppi_c", 3]]], [[["asp__L_c", 7], ["dtdpglu_c", 6], ["gln__L_c", 1], ["h2o_c", 22]], [["asn__L_c", 2], ["gal1p_c", 6], ["glu__L_c", 17], ["ppi_c", 3]]]]
patrick-relaxed	dtdprmn_c	6.3.5.4	R00483, R00578	C02985	[[[["asp__L_c", 4], ["dtdprmn_c", 1], ["nh4_c", 4]], [["C02985", 2], ["asn__L_c", 5]]], [[["asp__L_c", 10], ["dtdprmn_c", 4], ["gln__L_c", 7], ["h2o_c", 3]], [["C02985", 5], ["amp_c", 3], ["asn__L_c", 1], ["glu__D_c", 15]]], [[["asp__L_c", 10], ["dtdprmn_c", 4], ["gln__L_c", 7], ["h2o_c", 3]], [["C02985", 5], ["amp_c", 3], ["asn__L_c", 1], ["glu__L_c", 15]]], [[["asp__L_c", 8], ["dtdprmn_c", 4], ["gln__L_c", 2], ["h2o_c", 14]], [["C02985", 2], ["asn__L_c", 1], ["glu__D_c", 18], ["ppi_c", 3]]], [[["asp__L_c", 8], ["dtdprmn_c", 4], ["gln__L_c", 2], ["h2o_c", 14]], [["C02985", 2], ["asn__L_c", 1], ["glu__L_c", 18], ["ppi_c", 3]]]]
patrick-relaxed	dtdprmn_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 10], ["dtdprmn_c", 4], ["gln__L_c", 4], ["h2o_c", 8]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__D_c", 20], ["ppi_c", 3]]], [[["asp__L_c", 10], ["dtdprmn_c", 4], ["gln__L_c", 4], ["h2o_c", 8]], [["asn__L_c", 1], ["dtmp_c", 2], ["glu__L_c", 20], ["ppi_c", 3]]]]
patrick-relaxed	dtmp_c	6.3.5.4	R00483, R00578	cid14283508	[[[["amp_c", 1], ["asn__L_c", 1], ["dtmp_c", 1]], [["asp__L_c", 1], ["cid14283508", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dtmp_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid14283508", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dtmp_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid14283508", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dtmp_c	6.3.5.4	R00483, R00578	dttp_c	[[[["asn__L_c", 1], ["dtmp_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dttp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dtmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dttp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dtmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dttp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dttp_c	6.3.5.4	R00483, R00578	dtmp_c	[[[["asp__L_c", 1], ["dttp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dtmp_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dttp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dttp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dtmp_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dudp_c	6.3.5.4	R00483, R00578	dump_c	[[[["asp__L_c", 1], ["dudp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["dump_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dudp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dump_c", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dudp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dump_c", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dump_c	6.3.5.4	R00483, R00578	dutp_c	[[[["asn__L_c", 1], ["dump_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dutp_c", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dump_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dutp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dump_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["dutp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dutp_c	6.3.5.4	R00483, R00578	dump_c	[[[["asp__L_c", 1], ["dutp_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["dump_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dutp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dump_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["dutp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["dump_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	dxyl5p_c	6.3.5.4	R00483, R00578	cid126564263	[[[["asn__L_c", 1], ["dxyl5p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126564263", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["dxyl5p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126564263", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["dxyl5p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid126564263", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	dxyl5p_c	6.3.5.4	R00483, R00578	cid44141918	[[[["amp_c", 1], ["asn__L_c", 1], ["dxyl5p_c", 1]], [["asp__L_c", 1], ["cid44141918", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dxyl5p_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid44141918", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["dxyl5p_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid44141918", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	e4p_c	6.3.5.4	R00483, R00578	cid71296058	[[[["amp_c", 1], ["asn__L_c", 1], ["e4p_c", 1]], [["asp__L_c", 1], ["cid71296058", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["e4p_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid71296058", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["e4p_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid71296058", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	eig3p_c	4.3.2.10	R04558	gln__L_c	[[[["aicar_c", 1], ["eig3p_c", 1], ["glu__D_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["glu__L_c", 1]], [["gln__L_c", 1], ["prlp_c", 1]]]]
patrick-relaxed	frdp_c	6.3.5.4	R00483, R00578	C20121	[[[["asp__L_c", 1], ["frdp_c", 2], ["nh4_c", 1]], [["C20121", 2], ["asn__L_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["frdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["C20121", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 1], ["frdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["C20121", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	g1p_c, man1p_c, gal1p_c	6.3.5.4	R00483, R00578	adpglc_c	[[[["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["man1p_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1], ["glu__D_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["g1p_c", 1], ["glu__L_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["man1p_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["man1p_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1], ["glu__D_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["gal1p_c", 1], ["glu__L_c", 1]], [["adpglc_c", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	g1p_c, man1p_c, gal1p_c	6.3.5.4	R00483, R00578	cid101014871	[[[["asn__L_c", 1], ["g1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["man1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["gal1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["g1p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["g1p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["man1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["man1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["gal1p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["gal1p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid101014871", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	g6p_c, man6p_c	6.3.5.4	R00483, R00578	cid102200786	[[[["amp_c", 1], ["asn__L_c", 1], ["g6p_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["man6p_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["nh4_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["g6p_c", 1], ["glu__D_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["g6p_c", 1], ["glu__L_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["man6p_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["man6p_c", 1]], [["asp__L_c", 1], ["cid102200786", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	g6p_c, man6p_c	6.3.5.4	R00483, R00578	cid87771834	[[[["asn__L_c", 1], ["g6p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["man6p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["g6p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["g6p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__D_c", 1], ["man6p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["glu__L_c", 1], ["man6p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid87771834", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	gam1p_c	6.3.5.4	R00483, R00578	cid10526088	[[[["asn__L_c", 1], ["gam1p_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid10526088", 1], ["nh4_c", 1]]], [[["asn__L_c", 1], ["gam1p_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid10526088", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["asn__L_c", 1], ["gam1p_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid10526088", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	gdp_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 1], ["gdp_c", 2], ["nh4_c", 1]], [["asn__L_c", 1], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__D_c", 1], ["gmp_c", 2], ["ppi_c", 1]]], [[["asp__L_c", 1], ["gdp_c", 2], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["glu__L_c", 1], ["gmp_c", 2], ["ppi_c", 1]]]]
patrick-relaxed	gdpfuc_c	6.3.5.4	R00483, R00578	C02985	[[[["asp__L_c", 2], ["gdpfuc_c", 2], ["gln__L_c", 5], ["h2o_c", 6]], [["C02985", 3], ["amp_c", 1], ["asn__L_c", 8], ["glu__D_c", 1]]], [[["asp__L_c", 2], ["gdpfuc_c", 2], ["gln__L_c", 5], ["h2o_c", 6]], [["C02985", 3], ["amp_c", 1], ["asn__L_c", 8], ["glu__L_c", 1]]], [[["asp__L_c", 32], ["gdpfuc_c", 8], ["nh4_c", 38]], [["C02985", 6], ["asn__L_c", 55], ["ppi_c", 5]]], [[["asp__L_c", 3], ["gdpfuc_c", 4], ["gln__L_c", 9], ["h2o_c", 20]], [["C02985", 6], ["asn__L_c", 20], ["glu__D_c", 1], ["ppi_c", 1]]], [[["asp__L_c", 3], ["gdpfuc_c", 4], ["gln__L_c", 9], ["h2o_c", 20]], [["C02985", 6], ["asn__L_c", 20], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	gdpfuc_c	6.3.5.4	R00483, R00578	gmp_c	[[[["asp__L_c", 12], ["gdpfuc_c", 6], ["gln__L_c", 6], ["h2o_c", 4]], [["asn__L_c", 1], ["glu__D_c", 22], ["gmp_c", 6], ["ppi_c", 3]]], [[["asp__L_c", 12], ["gdpfuc_c", 6], ["gln__L_c", 6], ["h2o_c", 4]], [["asn__L_c", 1], ["glu__L_c", 22], ["gmp_c", 6], ["ppi_c", 3]]]]
