patrick	sucbz_c	2.6.1.85	R01716	cid57267497	[[[["4adcho_c", 1], ["sucbz_c", 1]], [["chor_c", 1], ["cid57267497", 1]]]]
patrick	sucbz_c	4.3.2.10	R00256, R04558	cid57267497	[[[["nh4_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["prlp_c", 1]]]]
patrick	sucbz_c	6.3.5.4	R00256, R00578	cid57267497	[[[["nh4_c", 1], ["sucbz_c", 1]], [["cid57267497", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucbz_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid57267497", 1], ["h2o_c", 1]]]]
patrick	sucglu_c	2.6.1.85	R01716	cid118617587	[[[["4adcho_c", 1], ["sucglu_c", 1]], [["chor_c", 1], ["cid118617587", 1]]]]
patrick	sucglu_c	2.6.1.85	R01716	cid22096691	[[[["4adcho_c", 1], ["sucglu_c", 1]], [["chor_c", 1], ["cid22096691", 1]]]]
patrick	sucglu_c	4.3.2.10	R00256, R04558	cid118617587	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["prlp_c", 1]]]]
patrick	sucglu_c	4.3.2.10	R00256, R04558	cid22096691	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["prlp_c", 1]]]]
patrick	sucglu_c	6.3.5.4	R00256, R00578	cid118617587	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid118617587", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucglu_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid118617587", 1], ["h2o_c", 1]]]]
patrick	sucglu_c	6.3.5.4	R00256, R00578	cid22096691	[[[["nh4_c", 1], ["sucglu_c", 1]], [["cid22096691", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucglu_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid22096691", 1], ["h2o_c", 1]]]]
patrick	sucsal_c	2.6.1.85	R01716	cid20096805	[[[["4adcho_c", 1], ["sucsal_c", 1]], [["chor_c", 1], ["cid20096805", 1]]]]
patrick	sucsal_c	4.3.2.10	R00256, R04558	cid20096805	[[[["nh4_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["h2o_c", 1]]], [[["aicar_c", 1], ["eig3p_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["prlp_c", 1]]]]
patrick	sucsal_c	6.3.5.4	R00256, R00578	cid20096805	[[[["nh4_c", 1], ["sucsal_c", 1]], [["cid20096805", 1], ["h2o_c", 1]]], [[["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1], ["sucsal_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid20096805", 1], ["h2o_c", 1]]]]
patrick	val__L_c	2.6.1.66	R01215	3mob_c	[[[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__D_c", 1]]], [[["pyr_c", 1], ["val__L_c", 1]], [["3mob_c", 1], ["ala__L_c", 1]]]]
patrick-relaxed	25drapp_c	6.3.5.4	R00483, R00578	C05923	[[[["25drapp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["C05923", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["25drapp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["C05923", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["25drapp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["C05923", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	2dr1p_c	6.3.5.4	R00483, R00578	cid57079417	[[[["2dr1p_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid57079417", 1], ["nh4_c", 1]]], [[["2dr1p_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid57079417", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["2dr1p_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid57079417", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	2mahmp_c	6.3.5.4	R00483, R00578	C04556	[[[["2mahmp_c", 2], ["asp__L_c", 1], ["nh4_c", 1]], [["C04556", 2], ["asn__L_c", 1], ["ppi_c", 1]]], [[["2mahmp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C04556", 2], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["2mahmp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["C04556", 2], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	2obut_c	2.6.1.66	R01215	3mob_c	[[[["2obut_c", 2], ["val__L_c", 1]], [["3mob_c", 2], ["ala__D_c", 1]]], [[["2obut_c", 2], ["val__L_c", 1]], [["3mob_c", 2], ["ala__L_c", 1]]]]
patrick-relaxed	2obut_c	2.6.1.66	R01215	pyr_c	[[[["2obut_c", 2], ["ala__D_c", 1]], [["pyr_c", 2], ["val__L_c", 1]]], [[["2obut_c", 2], ["ala__L_c", 1]], [["pyr_c", 2], ["val__L_c", 1]]]]
patrick-relaxed	2obut_c	4.3.1.19	R00996	thr__L_c, athr__L_c	[[[["2obut_c", 1], ["nh4_c", 1]], [["thr__L_c", 1]]], [[["2obut_c", 1], ["nh4_c", 1]], [["athr__L_c", 1]]]]
patrick-relaxed	2p4c2me_c	6.3.5.4	R00483, R00578	cmp_c	[[[["2p4c2me_c", 2], ["asp__L_c", 6], ["gln__L_c", 2], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__D_c", 8], ["ppi_c", 2]]], [[["2p4c2me_c", 2], ["asp__L_c", 6], ["gln__L_c", 2], ["h2o_c", 1]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__L_c", 8], ["ppi_c", 2]]]]
patrick-relaxed	2pg_c	6.3.5.4	R00483, R00578	cid54195248	[[[["2pg_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid54195248", 1], ["nh4_c", 1]]], [[["2pg_c", 1], ["asn__L_c", 1], ["glu__D_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid54195248", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["2pg_c", 1], ["asn__L_c", 1], ["glu__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["cid54195248", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	2pglyc_c	2.6.1.85	R01716	cid191768	[[[["2pglyc_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid191768", 1]]]]
patrick-relaxed	2pglyc_c	4.3.2.10	R00256, R04558	cid191768	[[[["2pglyc_c", 1], ["nh4_c", 1]], [["cid191768", 1], ["h2o_c", 1]]], [[["2pglyc_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid191768", 1], ["prlp_c", 1]]]]
patrick-relaxed	2pglyc_c	6.3.5.4	R00256, R00483, R00578	cid191768	[[[["2pglyc_c", 1], ["nh4_c", 1]], [["cid191768", 1], ["h2o_c", 1]]], [[["2pglyc_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid191768", 1], ["h2o_c", 1]]], [[["2pglyc_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid191768", 1], ["ppi_c", 1]]], [[["2pglyc_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid191768", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["2pglyc_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid191768", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	34dhpha_c	2.6.1.85	R01716	cid70795	[[[["34dhpha_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid70795", 1]]]]
patrick-relaxed	34dhpha_c	4.3.2.10	R00256, R04558	cid70795	[[[["34dhpha_c", 1], ["nh4_c", 1]], [["cid70795", 1], ["h2o_c", 1]]], [[["34dhpha_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid70795", 1], ["prlp_c", 1]]]]
patrick-relaxed	34dhpha_c	6.3.5.4	R00256, R00483, R00578	cid70795	[[[["34dhpha_c", 1], ["nh4_c", 1]], [["cid70795", 1], ["h2o_c", 1]]], [[["34dhpha_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid70795", 1], ["h2o_c", 1]]], [[["34dhpha_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid70795", 1], ["ppi_c", 1]]], [[["34dhpha_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid70795", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["34dhpha_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid70795", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	35cgmp_c	3.1.4.53	R00191	gmp_c	[[[["35cgmp_c", 1], ["h2o_c", 1]], [["gmp_c", 1]]]]
patrick-relaxed	36dahx_c	2.6.1.85	R01716	cid10374588	[[[["36dahx_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid10374588", 1]]]]
patrick-relaxed	36dahx_c	4.3.2.10	R00256, R04558	cid10374588	[[[["36dahx_c", 1], ["nh4_c", 1]], [["cid10374588", 1], ["h2o_c", 1]]], [[["36dahx_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid10374588", 1], ["prlp_c", 1]]]]
patrick-relaxed	36dahx_c	6.3.5.4	R00256, R00483, R00578	cid10374588	[[[["36dahx_c", 1], ["nh4_c", 1]], [["cid10374588", 1], ["h2o_c", 1]]], [[["36dahx_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid10374588", 1], ["h2o_c", 1]]], [[["36dahx_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid10374588", 1], ["ppi_c", 1]]], [[["36dahx_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10374588", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["36dahx_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10374588", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	3c3hmp_c	2.6.1.85	R01716	cid124109588	[[[["3c3hmp_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid124109588", 1]]]]
patrick-relaxed	3c3hmp_c	4.3.2.10	R00256, R04558	cid124109588	[[[["3c3hmp_c", 1], ["nh4_c", 1]], [["cid124109588", 1], ["h2o_c", 1]]], [[["3c3hmp_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid124109588", 1], ["prlp_c", 1]]]]
patrick-relaxed	3c3hmp_c	6.3.5.4	R00256, R00483, R00578	cid124109588	[[[["3c3hmp_c", 1], ["nh4_c", 1]], [["cid124109588", 1], ["h2o_c", 1]]], [[["3c3hmp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid124109588", 1], ["h2o_c", 1]]], [[["3c3hmp_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid124109588", 1], ["ppi_c", 1]]], [[["3c3hmp_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid124109588", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["3c3hmp_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid124109588", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	3c4mop_c	2.6.1.66	R01215	cid13966919	[[[["3c4mop_c", 1], ["ala__D_c", 1]], [["cid13966919", 1], ["pyr_c", 1]]], [[["3c4mop_c", 1], ["ala__L_c", 1]], [["cid13966919", 1], ["pyr_c", 1]]]]
patrick-relaxed	3hddcoa_c	6.3.5.4	R00483, R00578	cid134158414	[[[["3hddcoa_c", 2], ["asp__L_c", 11], ["nh4_c", 11]], [["asn__L_c", 16], ["cid134158414", 2], ["ppi_c", 2]]], [[["3hddcoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid134158414", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["3hddcoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid134158414", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	3hocoa_c	6.3.5.4	R00483, R00578	cid46846234	[[[["3hocoa_c", 2], ["asp__L_c", 11], ["nh4_c", 11]], [["asn__L_c", 16], ["cid46846234", 2], ["ppi_c", 2]]], [[["3hocoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid46846234", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["3hocoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid46846234", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	3hpp_c	2.6.1.85	R01716	cid4145140	[[[["3hpp_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid4145140", 1]]]]
patrick-relaxed	3hpp_c	4.3.2.10	R00256, R04558	cid4145140	[[[["3hpp_c", 1], ["nh4_c", 1]], [["cid4145140", 1], ["h2o_c", 1]]], [[["3hpp_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid4145140", 1], ["prlp_c", 1]]]]
patrick-relaxed	3hpp_c	6.3.5.4	R00256, R00483, R00578	cid4145140	[[[["3hpp_c", 1], ["nh4_c", 1]], [["cid4145140", 1], ["h2o_c", 1]]], [[["3hpp_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid4145140", 1], ["h2o_c", 1]]], [[["3hpp_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid4145140", 1], ["ppi_c", 1]]], [[["3hpp_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid4145140", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["3hpp_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid4145140", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	3hpppn_c	2.6.1.85	R01716	cid19611692	[[[["3hpppn_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid19611692", 1]]]]
patrick-relaxed	3hpppn_c	4.3.2.10	R00256, R04558	cid19611692	[[[["3hpppn_c", 1], ["nh4_c", 1]], [["cid19611692", 1], ["h2o_c", 1]]], [[["3hpppn_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid19611692", 1], ["prlp_c", 1]]]]
patrick-relaxed	3hpppn_c	6.3.5.4	R00256, R00483, R00578	cid19611692	[[[["3hpppn_c", 1], ["nh4_c", 1]], [["cid19611692", 1], ["h2o_c", 1]]], [[["3hpppn_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid19611692", 1], ["h2o_c", 1]]], [[["3hpppn_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid19611692", 1], ["ppi_c", 1]]], [[["3hpppn_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid19611692", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["3hpppn_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid19611692", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	3htdcoa_c	6.3.5.4	R00483, R00578	cid137349255	[[[["3htdcoa_c", 2], ["asp__L_c", 11], ["nh4_c", 11]], [["asn__L_c", 16], ["cid137349255", 2], ["ppi_c", 2]]], [[["3htdcoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid137349255", 2], ["glu__D_c", 1], ["ppi_c", 2]]], [[["3htdcoa_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 11]], [["asn__L_c", 6], ["cid137349255", 2], ["glu__L_c", 1], ["ppi_c", 2]]]]
patrick-relaxed	3mob_c	2.6.1.66	R01215	pyr_c	[[[["3mob_c", 1], ["ala__D_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]], [[["3mob_c", 1], ["ala__L_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]]]
patrick-relaxed	3mob_c	2.6.1.66	R01215	val__L_c	[[[["3mob_c", 1], ["ala__D_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]], [[["3mob_c", 1], ["ala__L_c", 1]], [["pyr_c", 1], ["val__L_c", 1]]]]
patrick-relaxed	3mop_c	2.6.1.66	R01215	ile__L_c	[[[["3mop_c", 1], ["ala__D_c", 1]], [["ile__L_c", 1], ["pyr_c", 1]]], [[["3mop_c", 1], ["ala__L_c", 1]], [["ile__L_c", 1], ["pyr_c", 1]]]]
patrick-relaxed	3mop_c	2.6.1.66	R01215	pyr_c	[[[["3mop_c", 2], ["ala__D_c", 3]], [["pyr_c", 2], ["val__L_c", 3]]], [[["3mop_c", 2], ["ala__L_c", 3]], [["pyr_c", 2], ["val__L_c", 3]]]]
patrick-relaxed	3pg_c	6.3.5.4	R00483, R00578	C02509	[[[["3pg_c", 1], ["amp_c", 1], ["asn__L_c", 1]], [["C02509", 1], ["asp__L_c", 1], ["nh4_c", 1]]], [[["3pg_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__D_c", 1]], [["C02509", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]], [[["3pg_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["glu__L_c", 1]], [["C02509", 1], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]]]]
patrick-relaxed	4abut_c	2.6.1.85	R01716	cid18615	[[[["4abut_c", 1], ["4adcho_c", 1]], [["chor_c", 1], ["cid18615", 1]]]]
patrick-relaxed	4abut_c	4.3.2.10	R00256, R04558	cid18615	[[[["4abut_c", 1], ["nh4_c", 1]], [["cid18615", 1], ["h2o_c", 1]]], [[["4abut_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid18615", 1], ["prlp_c", 1]]]]
patrick-relaxed	4abut_c	6.3.5.4	R00256, R00483, R00578	cid18615	[[[["4abut_c", 1], ["nh4_c", 1]], [["cid18615", 1], ["h2o_c", 1]]], [[["4abut_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid18615", 1], ["h2o_c", 1]]], [[["4abut_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid18615", 1], ["ppi_c", 1]]], [[["4abut_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid18615", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["4abut_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid18615", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	4adcho_c	2.6.1.85	R01716	chor_c	[[[["4adcho_c", 1], ["glu__D_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]], [[["4adcho_c", 1], ["glu__L_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]]]
patrick-relaxed	4adcho_c	2.6.1.85	R01716	gln__L_c	[[[["4adcho_c", 1], ["glu__D_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]], [[["4adcho_c", 1], ["glu__L_c", 1]], [["chor_c", 1], ["gln__L_c", 1]]]]
patrick-relaxed	4c2me_c	6.3.5.4	R00483, R00578	2me4p_c	[[[["4c2me_c", 6], ["asp__L_c", 19], ["nh4_c", 23]], [["2me4p_c", 8], ["asn__L_c", 30], ["ppi_c", 2]]], [[["4c2me_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 7]], [["2me4p_c", 2], ["asn__L_c", 3], ["glu__D_c", 3], ["ppi_c", 1]]], [[["4c2me_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 7]], [["2me4p_c", 2], ["asn__L_c", 3], ["glu__L_c", 3], ["ppi_c", 1]]]]
patrick-relaxed	4c2me_c	6.3.5.4	R00483, R00578	cmp_c	[[[["4c2me_c", 4], ["asp__L_c", 9], ["gln__L_c", 1], ["h2o_c", 5]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__D_c", 15], ["ppi_c", 3]]], [[["4c2me_c", 4], ["asp__L_c", 9], ["gln__L_c", 1], ["h2o_c", 5]], [["asn__L_c", 1], ["cmp_c", 2], ["glu__L_c", 15], ["ppi_c", 3]]]]
patrick-relaxed	4hthr_c	2.6.1.66	R01215	C21617	[[[["4hthr_c", 1], ["pyr_c", 1]], [["C21617", 1], ["ala__D_c", 1]]], [[["4hthr_c", 1], ["pyr_c", 1]], [["C21617", 1], ["ala__L_c", 1]]]]
patrick-relaxed	4mop_c	2.6.1.66	R01215	pyr_c	[[[["4mop_c", 2], ["ala__D_c", 3]], [["pyr_c", 2], ["val__L_c", 3]]], [[["4mop_c", 2], ["ala__L_c", 3]], [["pyr_c", 2], ["val__L_c", 3]]]]
patrick-relaxed	5aop_c	2.6.1.85	R01716	cid10307862	[[[["4adcho_c", 1], ["5aop_c", 1]], [["chor_c", 1], ["cid10307862", 1]]]]
patrick-relaxed	5aop_c	4.3.2.10	R00256, R04558	cid10307862	[[[["5aop_c", 1], ["nh4_c", 1]], [["cid10307862", 1], ["h2o_c", 1]]], [[["5aop_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid10307862", 1], ["prlp_c", 1]]]]
patrick-relaxed	5aop_c	6.3.5.4	R00256, R00483, R00578	cid10307862	[[[["5aop_c", 1], ["nh4_c", 1]], [["cid10307862", 1], ["h2o_c", 1]]], [[["5aop_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid10307862", 1], ["h2o_c", 1]]], [[["5aop_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid10307862", 1], ["ppi_c", 1]]], [[["5aop_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10307862", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["5aop_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid10307862", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	6hmhptpp_c	6.3.5.4	R00483, R00578	cid136236056	[[[["6hmhptpp_c", 2], ["asp__L_c", 1], ["nh4_c", 1]], [["asn__L_c", 1], ["cid136236056", 2], ["ppi_c", 1]]], [[["6hmhptpp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid136236056", 2], ["glu__D_c", 1], ["ppi_c", 1]]], [[["6hmhptpp_c", 2], ["asp__L_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["asn__L_c", 1], ["cid136236056", 2], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	LalaDglu_c, LalaLglu_c	2.6.1.85	R01716	cid123935	[[[["4adcho_c", 1], ["LalaDglu_c", 1]], [["chor_c", 1], ["cid123935", 1]]], [[["4adcho_c", 1], ["LalaLglu_c", 1]], [["chor_c", 1], ["cid123935", 1]]]]
patrick-relaxed	LalaDglu_c, LalaLglu_c	4.3.2.10	R00256, R04558	cid123935	[[[["LalaDglu_c", 1], ["nh4_c", 1]], [["cid123935", 1], ["h2o_c", 1]]], [[["LalaLglu_c", 1], ["nh4_c", 1]], [["cid123935", 1], ["h2o_c", 1]]], [[["LalaDglu_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid123935", 1], ["prlp_c", 1]]], [[["LalaLglu_c", 1], ["aicar_c", 1], ["eig3p_c", 1]], [["cid123935", 1], ["prlp_c", 1]]]]
patrick-relaxed	LalaDglu_c, LalaLglu_c	6.3.5.4	R00256, R00483, R00578	cid123935	[[[["LalaDglu_c", 1], ["nh4_c", 1]], [["cid123935", 1], ["h2o_c", 1]]], [[["LalaLglu_c", 1], ["nh4_c", 1]], [["cid123935", 1], ["h2o_c", 1]]], [[["LalaDglu_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid123935", 1], ["h2o_c", 1]]], [[["LalaLglu_c", 1], ["amp_c", 1], ["asn__L_c", 1], ["ppi_c", 1]], [["asp__L_c", 1], ["atp_c", 1], ["cid123935", 1], ["h2o_c", 1]]], [[["LalaDglu_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid123935", 1], ["ppi_c", 1]]], [[["LalaLglu_c", 1], ["atp_c", 1], ["nh4_c", 1]], [["amp_c", 1], ["cid123935", 1], ["ppi_c", 1]]], [[["LalaDglu_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid123935", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["LalaDglu_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid123935", 1], ["glu__L_c", 1], ["ppi_c", 1]]], [[["LalaLglu_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid123935", 1], ["glu__D_c", 1], ["ppi_c", 1]]], [[["LalaLglu_c", 1], ["atp_c", 1], ["gln__L_c", 1], ["h2o_c", 1]], [["amp_c", 1], ["cid123935", 1], ["glu__L_c", 1], ["ppi_c", 1]]]]
patrick-relaxed	S2hglut_c	2.6.1.85	R01716	chor_c	[[[["4adcho_c", 2], ["S2hglut_c", 1]], [["chor_c", 2], ["gln__L_c", 1]]]]
patrick-relaxed	S2hglut_c	2.6.1.85	R01716	cid10103306	[[[["4adcho_c", 1], ["S2hglut_c", 1]], [["chor_c", 1], ["cid10103306", 1]]]]
